-0.69999505,-0.74329904
0.28384518,0.26687470
-0.69999505,-0.74329904
1.59563215,1.61377302
-0.69999505,-0.74329904
2.25152563,2.28722218
-0.69999505,-0.74329904
-0.69999505,-0.40657446
-0.69999505,-0.74329904
-0.37204831,-0.74329904
-0.69999505,-0.74329904
-0.69999505,-0.74329904
-0.04410156,-0.06984988
-0.69999505,-0.74329904
1.26768541,0.60359928
0.28384518,0.94032386
-0.69999505,-0.74329904
-0.69999505,-0.74329904
1.26768541,1.27704844
-0.69999505,-0.74329904
-0.04410156,-0.40657446
0.61179192,0.60359928
-0.69999505,-0.74329904
0.28384518,0.60359928
-0.69999505,-0.74329904
-0.37204831,-0.06984988
-0.37204831,-0.74329904
-0.69999505,-0.74329904
-0.69999505,-0.74329904
-0.69999505,-0.06984988
-0.69999505,-0.74329904
-0.69999505,-0.74329904
1.26768541,1.27704844
-0.69999505,-0.74329904
-0.69999505,-0.40657446
-0.69999505,-0.74329904
2.25152563,2.28722218
-0.37204831,-0.74329904
0.28384518,0.26687470
0.61179192,-0.06984988
0.93973866,0.94032386
0.28384518,-0.06984988
2.25152563,2.28722218
0.93973866,0.60359928
2.25152563,2.28722218
-0.69999505,-0.74329904
1.26768541,1.27704844
-0.69999505,-0.74329904
-0.69999505,-0.74329904
1.59563215,1.27704844
0.61179192,1.61377302
-0.04410156,-0.06984988
-0.04410156,0.94032386
0.61179192,0.60359928
0.61179192,0.60359928
0.93973866,0.94032386
2.25152563,2.28722218
-0.37204831,0.26687470
-0.37204831,-0.06984988
0.61179192,0.60359928
-0.04410156,0.60359928
-0.69999505,-0.74329904
2.25152563,2.28722218
-0.04410156,0.26687470
-0.69999505,-0.74329904
0.28384518,-0.40657446
-0.69999505,-0.74329904
-0.04410156,0.26687470
-0.04410156,1.61377302
-0.69999505,-0.74329904
-0.69999505,-0.06984988
2.25152563,-0.40657446
-0.04410156,-0.06984988
0.28384518,0.60359928
0.93973866,0.26687470
-0.69999505,-0.40657446
-0.69999505,0.26687470
-0.04410156,-0.74329904
-0.69999505,-0.74329904
-0.69999505,-0.74329904
-0.37204831,-0.40657446
-0.69999505,-0.74329904
-0.37204831,-0.74329904
